Monitoring Stations,Month,Year,pH (units),Ammonia (mg/L),Nitrate (mg/L),Inorganic Phosphate (mg/L),BOD (mg/l),Dissolved Oxygen (mg/l),Total coliforms (MPN/100ml),Phytoplankton (cells/ml),Wind,Condition,Day,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,Date
Stn XV (San Pedro),6,2015,8.6,0.04561407922915608,0.15522858191497768,0.13468849588303716,2.5987121383059977,8.8,,6309.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn.XVI (Sta Rosa),6,2015,7.1,0.05820538204158041,0.41931761497313513,0.1359939246110564,1.5031625406893374,8.8,,13287.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XVII (Sanctuary),6,2015,8.4,0.04738629235891886,0.19060986849207762,0.1347556570557663,2.4541405313349838,8.9,,7949.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XVIII (Pagsanjan),6,2015,8.7,0.0464689228329969,0.13707241882912258,0.13717028783636748,2.6815802451034108,7.9,,18592.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn. I (Central West Bay),7,2015,8.4,0.04638767175543375,0.18849021690016832,0.1362817414543752,2.4366012381865954,7.6,,349.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn II (East Bay),7,2015,8.7,0.0468551416826728,0.13975770662724174,0.1342594634485702,2.697328334097689,9.8,,21597.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn. IV (Central Bay),7,2015,9.3,0.041775554661004737,0.03664232949419244,0.1305543334856764,3.14734209500609,11.7,,18570.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn V (Northern West Bay),7,2015,8.3,0.047151502469050026,0.21300989463954734,0.12768431448069134,2.3962320985902767,12.8,,488.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn VIII (South Bay),7,2015,8.6,0.05062830188948605,0.16022730986054912,0.13404712708527156,2.6596554865427917,11.1,,44271.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XV (San Pedro),7,2015,8.3,0.04811866989602154,0.20777410175772038,0.1352730904688404,2.3781930830539624,8.6,,7592.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn.XVI (Sta Rosa),7,2015,8.7,0.05089652071543161,0.14291372468872843,0.13482834518306852,2.7422530439458743,11.0,,52163.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XVII (Sanctuary),7,2015,8.5,0.0492874022638533,0.17579331515937135,0.13424678303787757,2.560761295423699,10.2,,28234.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XVIII (Pagsanjan),7,2015,8.6,0.0475895445598322,0.1583913888638495,0.13295122090947747,2.6284572596673854,10.6,,21307.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn. I (Central West Bay),8,2015,9.3,0.04794903907130117,0.03968349261246207,0.13363741970813486,3.2074144780131846,12.2,,65199.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn II (East Bay),8,2015,8.3,0.04927941474058021,0.20635116906688022,0.1383341366172391,2.3799022217229595,7.2,,16289.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn. IV (Central Bay),8,2015,9.0,0.04651894870989693,0.08978159511317485,0.13289033472792708,2.9461615683125633,11.3,,36745.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn V (Northern West Bay),8,2015,9.2,0.05288010188472264,0.06700703005463327,0.1261869175827688,3.211204456022509,18.3,,96840.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn VIII (South Bay),8,2015,8.5,0.04719771456748127,0.17245307643442365,0.13607773692493094,2.529322454354479,8.3,,12369.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XV (San Pedro),8,2015,8.5,0.04796054933735397,0.17715238249544907,0.1310804369199662,2.5575221254092906,11.6,,18283.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn.XVI (Sta Rosa),8,2015,8.1,0.05931024302089639,0.24837913638302767,0.13931836683875848,2.328083085950003,9.9,,80398.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XVII (Sanctuary),8,2015,7.8,0.05486478676330989,0.29825249718775915,0.13549715695854078,2.043546738328753,9.7,,29213.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XVIII (Pagsanjan),8,2015,8.3,0.049138962351184284,0.20883396192836878,0.1350894424696473,2.3907991108533198,9.1,,15318.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn. I (Central West Bay),9,2015,8.5,0.04771279837010946,0.16931322925524306,0.14055644263645176,2.518026652739465,5.8,,16140.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn II (East Bay),9,2015,8.7,0.046490791554691435,0.13801543528253846,0.1360215401301022,2.686272954486543,8.6,,18790.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn. IV (Central Bay),9,2015,8.4,0.04837282289768067,0.1885858918445127,0.1383706135431,2.4516785287253677,7.1,,15312.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn V (Northern West Bay),9,2015,7.8,0.0510426877533118,0.29357860232150723,0.1370603293104172,1.9929425006300896,7.3,,246.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn VIII (South Bay),9,2015,9.1,0.045960391738557246,0.06921279005490466,0.1368013591872801,3.007028208407874,9.0,,38292.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XV (San Pedro),9,2015,8.6,0.04534642435661417,0.1561937976075347,0.1331901248397737,2.6013796395334765,9.6,,4326.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn.XVI (Sta Rosa),9,2015,8.4,0.05119900378411483,0.1908741432126848,0.13866741327870155,2.483485144464238,8.0,,36690.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XVII (Sanctuary),9,2015,7.8,0.053138655635314884,0.29531906991118095,0.13722640371151176,2.01673985977912,8.0,,16102.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XVIII (Pagsanjan),9,2015,8.8,0.045965466649411535,0.12053026332524164,0.13613362421785818,2.762202744508066,8.6,,20696.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn. I (Central West Bay),10,2015,8.4,0.044577170019663825,0.2058943450982964,0.13413236127026473,2.0,7.6,,423.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn II (East Bay),10,2015,8.0,0.0494645421231933,0.26250344619553423,0.13862772165501389,2.0,6.1,,4347.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn. IV (Central Bay),10,2015,8.2,0.04678847782559142,0.2349037309898394,0.13531593879254106,2.0,7.4,,702.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn V (Northern West Bay),10,2015,7.6,0.0620153757223495,0.2400226575551585,0.15140972835159375,4.0,5.3,,3166.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn VIII (South Bay),10,2015,8.1,0.05821100507263736,0.21485111876262675,0.14410354107656703,3.0,7.6,,49189.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XV (San Pedro),10,2015,8.0,0.053139238315114815,0.22372221876709064,0.14175304985851664,3.0,7.0,,703.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn.XVI (Sta Rosa),10,2015,8.7,0.0521241672817611,0.12825051579383295,0.1408876058849874,3.0,8.2,,52647.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XVII (Sanctuary),10,2015,8.2,0.046828956461509086,0.23429068046464274,0.13601117959424883,2.0,7.0,,917.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XVIII (Pagsanjan),10,2015,7.9,0.05859406034506496,0.19868342285028495,0.1472238587571841,4.0,7.0,,2288.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn. I (Central West Bay),11,2015,7.9,0.050310846805431755,0.27809482450706113,0.13771985914474189,2.0,6.8,,2656.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn II (East Bay),11,2015,8.0,0.0501170121818325,0.2647862443144151,0.13718322010487827,2.0,7.2,,9752.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn. IV (Central Bay),11,2015,7.8,0.05575531258876756,0.25288676376594976,0.14335194770179407,3.0,6.7,,4134.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn V (Northern West Bay),11,2015,7.8,0.05225271919421535,0.29293069078059,0.13915861917654698,2.0,6.5,,9309.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn VIII (South Bay),11,2015,8.3,0.04717433272717026,0.22043647308780256,0.13681022279073596,2.0,6.8,,12092.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XV (San Pedro),11,2015,7.8,0.051612011230690424,0.29242996897142803,0.13876652818760543,2.0,6.5,,4279.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn.XVI (Sta Rosa),11,2015,7.8,0.056847744977166347,0.29764996360327123,0.14079729388641654,2.0,7.2,,45563.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XVII (Sanctuary),11,2015,7.8,0.05963217470027373,0.2996648612471198,0.14266888535163363,2.0,7.1,,67397.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XVIII (Pagsanjan),11,2015,7.7,0.04947418692930533,0.3486316324214531,0.13381500201753618,1.0,7.1,,11859.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn. I (Central West Bay),12,2015,8.4,0.04520918233973181,0.20783881266272441,0.1330105749378882,2.0,8.5,,5616.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn II (East Bay),12,2015,9.6,0.03689087594599834,-0.008031704340091483,0.13400503137547173,3.0,8.1,,9664.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn. IV (Central Bay),12,2015,7.6,0.06198299259363218,0.24305960402120563,0.1482051819021038,4.0,7.2,,3400.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn V (Northern West Bay),12,2015,8.5,0.047757903246872804,0.15292529806181143,0.13720785161246457,3.0,8.5,,1416.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn VIII (South Bay),12,2015,8.6,0.04703281177023306,0.13775099204450814,0.13785465774637962,3.0,8.0,,4110.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XV (San Pedro),12,2015,8.5,0.047845206728409355,0.15267118433649385,0.1375965129488409,3.0,8.3,,2050.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn.XVI (Sta Rosa),12,2015,8.2,0.050904525133203635,0.19695093917691908,0.13820850656470288,3.0,8.6,,600.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XVII (Sanctuary),12,2015,8.4,0.051466803951189605,0.16881977794549274,0.14006320615582937,3.0,8.0,,21890.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XVIII (Pagsanjan),12,2015,8.5,0.04811716865362114,0.15240021236536538,0.13826579615117043,3.0,8.0,,4108.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn. I (Central West Bay),1,2016,7.3,0.05957688871366087,0.36927524448260085,0.14070233150449324,2.0,7.5,2400.0,24491.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn II (East Bay),1,2016,8.2,0.04317493877771311,0.27486095249836073,0.13105471538630625,1.0,7.2,2400.0,5006.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn. IV (Central Bay),1,2016,7.8,0.05164297994782403,0.29358237039369817,0.13761215871760119,2.0,7.2,1600.0,4702.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn V (Northern West Bay),1,2016,8.7,0.04338437101991066,0.16597438307208257,0.13164550083014545,2.0,9.1,540.0,16989.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn VIII (South Bay),1,2016,7.7,0.04807750584812019,0.34705659371075814,0.13346313373773164,1.0,6.8,2400.0,817.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn XV (San Pedro),1,2016,8.3,0.046282152629507974,0.2228014767681954,0.13307951050121508,2.0,8.7,2400.0,5576.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn.XVI (Sta Rosa),1,2016,8.8,0.04087451842442458,0.1490829199041639,0.13153532987807612,2.0,8.4,2400.0,5620.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn XVII (Sanctuary),1,2016,7.9,0.05847786500667604,0.2859279995508046,0.14120923433340676,2.0,7.7,2400.0,67004.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn XVIII (Pagsanjan),1,2016,8.0,0.04551321912365165,0.30493659679913,0.13131029176013725,1.0,7.6,3500.0,6436.0,6.0,1.0,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn. I (Central West Bay),2,2016,8.4,0.051,0.331,0.057,1.0,8.9,1138.0,3591.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn II (East Bay),2,2016,8.0,0.057,0.357,0.059,2.0,7.9,410.0,8755.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn. IV (Central Bay),2,2016,7.8,0.036,0.335,0.063,1.0,7.8,522.0,2649.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn V (Northern West Bay),2,2016,8.0,0.018,0.715,0.135,2.0,7.5,360.0,880.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn VIII (South Bay),2,2016,8.0,0.006,0.375,0.098,1.0,7.5,435.0,893.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn XV (San Pedro),2,2016,8.0,0.027,0.538,0.067,1.0,7.8,820.0,3129.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn.XVI (Sta Rosa),2,2016,8.2,0.008,0.285,0.04,2.0,8.3,639.0,3899.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn XVII (Sanctuary),2,2016,8.3,0.014,0.45,0.052,1.0,8.0,1486.0,2078.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn XVIII (Pagsanjan),2,2016,8.1,0.024,0.283,0.056,2.0,8.3,401.0,8503.0,6.0,1.0,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn. I (Central West Bay),3,2016,8.0,0.045,0.308,0.021,1.0,7.6,678.0,3997.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn II (East Bay),3,2016,8.3,0.264,0.176,0.004,1.0,8.4,333.0,28614.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn. IV (Central Bay),3,2016,8.1,0.019,0.355,0.006,1.0,8.3,457.0,10680.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn V (Northern West Bay),3,2016,8.0,0.133,0.103,0.037,1.0,7.6,357.0,6442.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn VIII (South Bay),3,2016,7.8,0.22,0.204,0.001,1.0,8.0,672.0,15928.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn XV (San Pedro),3,2016,8.1,0.169,0.352,0.03,1.0,7.6,485.0,41716.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn.XVI (Sta Rosa),3,2016,8.2,0.027,0.559,0.003,1.0,8.1,271.0,60389.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn XVII (Sanctuary),3,2016,8.1,0.092,0.192,0.016,1.0,7.9,918.0,61986.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn XVIII (Pagsanjan),3,2016,7.8,0.01,0.004,0.007,1.0,8.5,301.0,40833.0,5.0,2.0,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn. I (Central West Bay),4,2016,8.7,0.152,0.065,0.125,1.0,8.6,144.0,2399.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn II (East Bay),4,2016,8.5,0.085,0.046,0.071,1.0,0.3,27.0,9836.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn. IV (Central Bay),4,2016,8.7,0.129,0.039,0.104,1.0,8.6,125.0,63490.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn V (Northern West Bay),4,2016,8.9,0.083,0.087,0.102,1.0,7.5,125.0,563.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn VIII (South Bay),4,2016,8.5,0.094,0.081,0.084,1.0,8.3,428.0,102689.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn XV (San Pedro),4,2016,8.3,0.088,0.128,0.103,2.0,8.6,201.0,64319.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn.XVI (Sta Rosa),4,2016,8.3,0.081,0.102,0.087,1.0,8.1,165.0,115769.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn XVII (Sanctuary),4,2016,8.6,0.058,0.088,0.089,1.0,8.3,294.0,42025.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn XVIII (Pagsanjan),4,2016,8.7,0.068,0.096,0.031,1.0,8.5,110.0,21522.0,6.0,1.0,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn. I (Central West Bay),5,2016,8.3,0.236,0.001,0.147,1.0,6.4,144.0,11314.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn II (East Bay),5,2016,8.7,0.081,0.009,0.037,3.0,0.4,45.0,5379.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn. IV (Central Bay),5,2016,8.3,0.05,0.002,0.103,1.0,6.8,117.0,28158.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn V (Northern West Bay),5,2016,8.2,0.349,0.059,0.164,2.0,7.1,102.0,115840.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn VIII (South Bay),5,2016,8.3,0.055,0.001,0.077,1.0,7.9,620.0,1593.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn XV (San Pedro),5,2016,8.2,0.074,0.019,0.069,3.0,6.9,185.0,4578.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn.XVI (Sta Rosa),5,2016,8.3,0.054,0.036,0.067,2.0,7.7,107.0,6203.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn XVII (Sanctuary),5,2016,8.1,0.079,0.051,0.066,2.0,75.0,86.0,2089.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn XVIII (Pagsanjan),5,2016,9.4,0.056,0.004,0.004,4.0,10.0,51.0,15744.0,6.0,3.0,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn. I (Central West Bay),6,2016,9.4,0.063,0.065,0.108,8.0,14.4,85.0,344356.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn II (East Bay),6,2016,9.3,0.092,0.05,0.181,2.0,0.0,73.0,47649.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn. IV (Central Bay),6,2016,9.6,0.051,0.051,0.149,3.0,9.5,117.0,90969.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn V (Northern West Bay),6,2016,9.0,0.336,0.069,0.19,3.0,9.5,363.0,11845.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn VIII (South Bay),6,2016,9.4,0.054,0.684,0.095,3.0,8.9,709.0,42249.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn XV (San Pedro),6,2016,8.9,0.067,0.77,0.12,3.0,76.0,206.0,26173.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn.XVI (Sta Rosa),6,2016,9.0,0.042,0.165,0.087,2.0,7.7,83.0,43254.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn XVII (Sanctuary),6,2016,9.3,0.047,0.372,0.073,3.0,8.9,35.0,65904.0,18.0,2.0,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
